Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction).1,X#2 (molar fraction).1,"Temperature, K","Density, g/cm^3",Reference (DOI)
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,313.15,1.0008,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,313.15,1.0008,doi:10.1002/aic.18095
choline chloride,monoethanolamine,C[N+](C)(C)CCO.[Cl-],C(CO)N,0.111,0.889,353.15,1.0007,doi:10.1002/aic.18095
aluminium chloride anhydrous,"n-benzyl-n,n-dibutylbutan-1-aminium chloride",[Al+3].[Cl-].[Cl-].[Cl-],CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],0.667,0.333,298,1.0007,10.1039/C2RA22990K
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,323.15,1.0006,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,323.15,1.0006,doi:10.1002/aic.18095
matrine,myristic acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,0.5,0.5,308.15,1.0001,doi:10.1002/aic.18095
iron(3+) trichloride,"n-benzyl-n,n-dibutylbutan-1-aminium chloride",[Cl-].[Cl-].[Cl-].[Fe+3],CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],0.667,0.333,298,1.0001,doi:10.1002/aic.18095
choline chloride,"1,3-butanediol",C[N+](C)(C)CCO.[Cl-],CC(CCO)O,0.333,0.667,298.15,1.0001,doi:10.1002/aic.18095
tetrabutylammonium chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.167,0.833,353.15,1,10.1021/je5002126
tetrabutylammonium  chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.167,0.833,353.15,1,doi:10.1002/aic.18095
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.167,0.833,318.03,1,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.167,0.833,298.15,1,doi:10.1002/aic.18095
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,308.15,0.9995,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,308.15,0.9995,doi:10.1002/aic.18095
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.2,0.8,338.15,0.9993,10.1016/j.cep.2015.04.001
dl-menthol,pyruvic acid,CC1CCC(C(C1)O)C(C)C,CC(=O)C(=O)O,0.333,0.667,293.15,0.999,10.1021/acssuschemeng.5b00532
dl-menthol,pyruvic  acid,CC1CCC(C(C1)O)C(C)C,CC(=O)C(=O)O,0.333,0.667,293.15,0.999,doi:10.1002/aic.18095
tetrabutylammonium chloride,levulinic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,343.15,0.9989,10.1016/j.molliq.2016.07.039
tetrabutylammonium  chloride,levulinic  acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,343.15,0.9989,doi:10.1002/aic.18095
tetraethylammonium chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.2,0.8,293.15,0.9986,10.1016/j.molliq.2016.07.039
tetraethylammonium  chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.2,0.8,293.15,0.9986,doi:10.1002/aic.18095
tetrahexylammonium bromide,ethylene glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,308.15,0.9983,10.1021/acs.iecr.5b02611
tetrahexylammonium   bromide,ethylene  glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,308.15,0.9983,doi:10.1002/aic.18095
tetrabutylammonium chloride,l-arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.857,0.143,313.15,0.9983,10.1016/j.jtice.2015.12.020
tetrabutylammonium  chloride,arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.857,0.143,313.15,0.9983,doi:10.1002/aic.18095
tetrabutylammonium  chloride,diethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)NCCO,0.25,0.75,318.18,0.9982,doi:10.1002/aic.18095
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.143,0.857,318.03,0.9982,doi:10.1002/aic.18095
matrine,lauric acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,0.5,0.5,328.15,0.9981,doi:10.1002/aic.18095
2-aminoethanol hydrochloride,triethylenetetramine,C(CO)N.Cl,C(CNCCNCCN)N,0.1,0.9,313.15,0.9981,doi:10.1002/aic.18095
methyltrioctylammonium chloride,o-nitrobenzoic acid,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],0.5,0.5,298.15,0.9979,10.1016/j.chemosphere.2019.125082
methyltrioctylammonium  chloride,o-nitrobenzoic  acid,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],0.5,0.5,298.15,0.9979,doi:10.1002/aic.18095
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,328.15,0.9971,10.1016/j.molliq.2020.113110
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,318.15,0.9971,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,318.15,0.9971,doi:10.1002/aic.18095
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,328.15,0.9971,doi:10.1002/aic.18095
2-aminoethanol hydrochloride,tetraethylenepentamine,C(CO)N.Cl,C(CNCCNCCNCCN)N,0.1,0.9,313.15,0.9971,doi:10.1002/aic.18095
tetrabutylammonium chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.2,0.8,343.15,0.997,10.1021/je5002126
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.5,0.5,343.15,0.997,10.1021/je5002126
tetrabutylammonium  chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.2,0.8,343.15,0.997,doi:10.1002/aic.18095
tetrabutylammonium  chloride,triethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.5,0.5,343.15,0.997,doi:10.1002/aic.18095
dl-menthol,l-lactic acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,343.15,0.997,10.1021/acssuschemeng.5b00532
dl-menthol,lactic  acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,343.15,0.997,doi:10.1002/aic.18095
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.167,0.833,323.02,0.9969,doi:10.1002/aic.18095
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.25,0.75,328.01,0.9967,doi:10.1002/aic.18095
choline chloride,monoethanolamine,C[N+](C)(C)CCO.[Cl-],C(CO)N,0.091,0.909,353.15,0.9966,doi:10.1002/aic.18095
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.143,0.857,328.15,0.9965,10.1016/j.cep.2015.04.001
matrine,myristic acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,0.5,0.5,313.15,0.9964,doi:10.1002/aic.18095
l-alanine,decanoic acid,CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,293.15,0.9963,10.1016/j.jcou.2022.102217
tetraethylammonium chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.143,0.857,293.15,0.996,10.1016/j.molliq.2016.07.039
tetraethylammonium  chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.143,0.857,293.15,0.996,doi:10.1002/aic.18095
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.75,0.25,293.15,0.996,10.1021/je5002126
tetrabutylammonium  chloride,triethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.75,0.25,293.15,0.996,doi:10.1002/aic.18095
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,313.15,0.9958,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,313.15,0.9958,doi:10.1002/aic.18095
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.167,0.833,338.15,0.9958,10.1016/J.MOLLIQ.2018.12.096
tetrabutylammonium  chloride,diethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)NCCO,0.333,0.667,298.05,0.9955,doi:10.1002/aic.18095
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.143,0.857,323.02,0.9952,doi:10.1002/aic.18095
choline chloride,"2,3-butanediol",C[N+](C)(C)CCO.[Cl-],CC(C(C)O)O,0.333,0.667,298.15,0.9952,doi:10.1002/aic.18095
tetrahexylammonium bromide,ethylene glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,313.15,0.9951,10.1021/acs.iecr.5b02611
tetrahexylammonium   bromide,ethylene  glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,313.15,0.9951,doi:10.1002/aic.18095
tetraethylammonium chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.2,0.8,298.15,0.9951,10.1016/j.molliq.2016.07.039
tetraethylammonium  chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.2,0.8,298.15,0.9951,doi:10.1002/aic.18095
tetrabutylammonium chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.25,0.75,323.15,0.995,10.1021/je5002126
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.667,0.333,313.15,0.995,10.1021/je5002126
tetrabutylammonium  chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.25,0.75,323.15,0.995,doi:10.1002/aic.18095
tetrabutylammonium  chloride,triethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.667,0.333,313.15,0.995,doi:10.1002/aic.18095
N-Dodecylmorpholine N-oxide,phenylacetic  acid,CCCCCCCCCCCC[N+]1(CCOCC1)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,298.15,0.995,doi:10.1002/aic.18095
"morpholine, 4-dodecyl-, 4-oxide",phenylacetic acid,CCCCCCCCCCCC[N+]1(CCOCC1)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,298.15,0.995,doi:10.1002/aic.18095
dl-menthol,pyruvic acid,CC1CCC(C(C1)O)C(C)C,CC(=O)C(=O)O,0.333,0.667,298.15,0.995,10.1021/acssuschemeng.5b00532
dl-menthol,pyruvic  acid,CC1CCC(C(C1)O)C(C)C,CC(=O)C(=O)O,0.333,0.667,298.15,0.995,doi:10.1002/aic.18095
tetraethylammonium chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.111,0.889,293.15,0.9946,10.1016/j.molliq.2016.07.039
tetraethylammonium  chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.111,0.889,293.15,0.9946,doi:10.1002/aic.18095
matrine,lauric acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,0.5,0.5,333.15,0.9945,doi:10.1002/aic.18095
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.2,0.8,328.01,0.9942,doi:10.1002/aic.18095
tetrabutylammonium chloride,l-arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.889,0.111,303.15,0.994,10.1016/j.jtice.2015.12.020
tetrabutylammonium  chloride,arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.889,0.111,303.15,0.994,doi:10.1002/aic.18095
l-alanine,decanoic acid,CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,298.15,0.9937,10.1016/j.jcou.2022.102217
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,333.15,0.9935,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,333.15,0.9935,doi:10.1002/aic.18095
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,323.15,0.9934,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,323.15,0.9934,doi:10.1002/aic.18095
thymol,lidocaine,CC1=CC(=C(C=C1)C(C)C)O,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.5,0.5,298,0.9931,10.1021/acssuschemeng.8b03520
matrine,myristic acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,0.5,0.5,318.15,0.9929,doi:10.1002/aic.18095
tetraethylammonium chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.143,0.857,298.15,0.9924,10.1016/j.molliq.2016.07.039
tetraethylammonium  chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.143,0.857,298.15,0.9924,doi:10.1002/aic.18095
tetrabutylammonium  chloride,diethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)NCCO,0.25,0.75,328.15,0.9923,doi:10.1002/aic.18095
tetrabutylammonium chloride,l-arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.857,0.143,323.15,0.9921,10.1016/j.jtice.2015.12.020
tetrabutylammonium bromide,monoethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,0.143,0.857,358.15,0.9921,10.1016/j.fluid.2017.03.008
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,318.15,0.9921,10.1016/j.molliq.2020.113110
tetrabutylammonium  chloride,arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.857,0.143,323.15,0.9921,doi:10.1002/aic.18095
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,318.15,0.9921,doi:10.1002/aic.18095
tetrabutylammonium  bromide,monoethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,0.143,0.857,358.15,0.9921,doi:10.1002/aic.18095
dl-menthol,l-lactic acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,348.15,0.992,10.1016/j.talanta.2022.123373
dl-menthol,lactic  acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,348.15,0.992,doi:10.1002/aic.18095
tetrahexylammonium bromide,ethylene glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,318.15,0.9919,10.1021/acs.iecr.5b02611
tetrahexylammonium   bromide,ethylene  glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,318.15,0.9919,doi:10.1002/aic.18095
tetraethylammonium chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.2,0.8,303.15,0.9915,10.1016/j.molliq.2016.07.039
tetraethylammonium  chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.2,0.8,303.15,0.9915,doi:10.1002/aic.18095
tetrabutylammonium chloride,l-arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.875,0.125,303.15,0.9911,10.1016/j.jtice.2015.12.020
tetrabutylammonium  chloride,arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.875,0.125,303.15,0.9911,doi:10.1002/aic.18095
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.167,0.833,328.01,0.9911,doi:10.1002/aic.18095
tetrabutylammonium chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.2,0.8,353.15,0.991,10.1021/je5002126
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.5,0.5,353.15,0.991,10.1021/je5002126
tetrabutylammonium  chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.2,0.8,353.15,0.991,doi:10.1002/aic.18095
tetrabutylammonium  chloride,triethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.5,0.5,353.15,0.991,doi:10.1002/aic.18095
dl-menthol,pyruvic acid,CC1CCC(C(C1)O)C(C)C,CC(=O)C(=O)O,0.333,0.667,303.15,0.991,10.1021/acssuschemeng.5b00532
dl-menthol,anise alcohol,CC1CCC(C(C1)O)C(C)C,COC1=CC=C(C=C1)CO,0.5,0.5,298.15,0.991,10.1021/acssuschemeng.5b00532
dl-menthol,pyruvic  acid,CC1CCC(C(C1)O)C(C)C,CC(=O)C(=O)O,0.333,0.667,303.15,0.991,doi:10.1002/aic.18095
matrine,lauric acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,0.5,0.5,338.15,0.9909,doi:10.1002/aic.18095
tetraethylammonium chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.111,0.889,298.15,0.9908,10.1016/j.molliq.2020.113110
l-alanine,decanoic acid,CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,303.15,0.9904,10.1016/j.jcou.2022.102217
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.75,0.25,303.15,0.99,10.1021/je5002126
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.8,0.2,293.15,0.99,10.1021/je5002126
tetrabutylammonium  chloride,triethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.8,0.2,293.15,0.99,doi:10.1002/aic.18095
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,328.15,0.9897,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.143,0.857,328.01,0.9896,doi:10.1002/aic.18095
tetrabutylammonium  chloride,diethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)NCCO,0.333,0.667,308.11,0.9895,doi:10.1002/aic.18095
matrine,myristic acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,0.5,0.5,323.15,0.9895,doi:10.1002/aic.18095
thymol,lidocaine,CC1=CC(=C(C=C1)C(C)C)O,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.667,0.333,298,0.9891,10.1021/acssuschemeng.8b03520
lidocaine,thymol,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC1=CC(=C(C=C1)C(C)C)O,0.333,0.667,293,0.9891,10.1016/j.fluid.2019.02.010
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.667,0.333,323.15,0.989,10.1021/je5002126
dl-menthol,nonanoic acid,CC1CCC(C(C1)O)C(C)C,CCCCCCCCC(=O)O,0.5,0.5,298.15,0.989,10.1016/j.foodchem.2022.133379
tetraethylammonium chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.143,0.857,303.15,0.9887,10.1016/j.molliq.2020.113110
tetrahexylammonium bromide,ethylene glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,323.15,0.9886,10.1021/acs.iecr.5b02611
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,323.15,0.9885,10.1016/j.molliq.2020.113110
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.143,0.857,338.15,0.9885,10.1016/j.cep.2015.04.001
tetrabutylammonium chloride,l-arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.889,0.111,313.15,0.9882,10.1016/j.jtice.2015.12.020
tetraethylammonium chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.2,0.8,308.15,0.988,10.1016/j.molliq.2020.113110
tetrabutylammonium chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.25,0.75,333.15,0.988,10.1021/je5002126
dl-menthol,l-lactic acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,353.15,0.988,10.1021/acssuschemeng.5b00532
lidocaine,decanoic acid,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O,0.333,0.667,298.15,0.9874,10.1039/C6CC06105B
thymol,camphor,CC1=CC(=C(C=C1)C(C)C)O,CC1(C2CCC1(C(=O)C2)C)C,0.5,0.5,298.15,0.9873,10.1016/j.chroma.2018.07.070
methyltrioctylammonium chloride,2-ethylhexyl 4-hydroxybenzoate,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCC(CC)COC(=O)C1=CC=C(C=C1)O,0.2,0.8,298.15,0.9873,10.3390/separations6010009
methyltrioctylammonium  chloride,2-ethylhexyl 4-hydroxybenzoate,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCC(CC)COC(=O)C1=CC=C(C=C1)O,0.2,0.8,298.15,0.9873,doi:10.1002/aic.18095
dl-camphor,thymol,CC1(C2CCC1(C(=O)C2)C)C,CC1=CC(=C(C=C1)C(C)C)O,0.5,0.5,298.15,0.9873,10.1016/j.microc.2022.107372
l-alanine,decanoic acid,CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,308.15,0.9872,10.1016/j.jcou.2022.102217
tetraethylammonium chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.111,0.889,303.15,0.9871,10.1016/j.molliq.2020.113110
tetraethylammonium  chloride,3-amino-1-propanol,CC[N+](CC)(CC)CC.[Cl-],C(CN)CO,0.111,0.889,303.15,0.9871,doi:10.1002/aic.18095
dl-menthol,pyruvic acid,CC1CCC(C(C1)O)C(C)C,CC(=O)C(=O)O,0.333,0.667,308.15,0.987,10.1016/j.seppur.2020.117211
dl-menthol,pyruvic  acid,CC1CCC(C(C1)O)C(C)C,CC(=O)C(=O)O,0.333,0.667,308.15,0.987,doi:10.1002/aic.18095
tetrabutylammonium  chloride,diethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)NCCO,0.5,0.5,298.05,0.9864,doi:10.1002/aic.18095
2-aminoethanol hydrochloride,diethylenetriamine,C(CO)N.Cl,C(CNCCN)N,0.143,0.857,313.15,0.9863,doi:10.1002/aic.18095
tetrabutylammonium chloride,l-arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.857,0.143,333.15,0.986,10.1016/j.jtice.2015.12.020
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,333.15,0.986,10.1016/j.molliq.2020.113110
tetrabutylammonium  chloride,arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.857,0.143,333.15,0.986,doi:10.1002/aic.18095
tetrabutylammonium  chloride,diethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)NCCO,0.25,0.75,338.12,0.986,doi:10.1002/aic.18095
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,333.15,0.986,doi:10.1002/aic.18095
matrine,myristic acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,0.5,0.5,328.15,0.986,doi:10.1002/aic.18095
tetrahexylammonium bromide,ethylene glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,328.15,0.9854,10.1021/acs.iecr.5b02611
tetrahexylammonium   bromide,ethylene  glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,328.15,0.9854,doi:10.1002/aic.18095
lidocaine,thymol,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC1=CC(=C(C=C1)C(C)C)O,0.333,0.667,298,0.9854,10.1016/j.fluid.2019.02.010
